영업일자,느티나무 셀프BBQ_1인 수저세트,느티나무 셀프BBQ_BBQ55(단체),"느티나무 셀프BBQ_대여료 30,000원","느티나무 셀프BBQ_대여료 60,000원","느티나무 셀프BBQ_대여료 90,000원",느티나무 셀프BBQ_스프라이트 (단체),느티나무 셀프BBQ_신라면,느티나무 셀프BBQ_쌈장,느티나무 셀프BBQ_육개장 사발면,느티나무 셀프BBQ_일회용 소주컵,느티나무 셀프BBQ_일회용 종이컵,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),느티나무 셀프BBQ_잔디그늘집 의자 추가,느티나무 셀프BBQ_참이슬 (단체),느티나무 셀프BBQ_친환경 접시 14cm,느티나무 셀프BBQ_친환경 접시 23cm,느티나무 셀프BBQ_카스 병(단체),느티나무 셀프BBQ_콜라 (단체),느티나무 셀프BBQ_햇반,느티나무 셀프BBQ_허브솔트,담하_(단체) 공깃밥,담하_(단체) 생목살 김치전골 2.0,담하_(단체) 은이버섯 갈비탕,담하_(단체) 한우 우거지 국밥,담하_(단체) 황태해장국 3/27까지,담하_(정식) 된장찌개,담하_(정식) 물냉면,담하_(정식) 비빔냉면,담하_(후식) 된장찌개,담하_(후식) 물냉면,담하_(후식) 비빔냉면,담하_갑오징어 비빔밥,담하_갱시기,담하_공깃밥,담하_꼬막 비빔밥,담하_느린마을 막걸리,담하_담하 한우 불고기,담하_담하 한우 불고기 정식,담하_더덕 한우 지짐,담하_들깨 양지탕,담하_라면사리,담하_룸 이용료,담하_메밀면 사리,담하_명인안동소주,담하_명태회 비빔냉면,담하_문막 복분자 칵테일,담하_봉평메밀 물냉면,담하_생목살 김치찌개,담하_스프라이트,담하_은이버섯 갈비탕,담하_제로콜라,담하_참이슬,담하_처음처럼,담하_카스,담하_콜라,담하_테라,담하_하동 매실 칵테일,담하_한우 떡갈비 정식,담하_한우 미역국 정식,담하_한우 우거지 국밥,담하_한우 차돌박이 된장찌개,담하_황태해장국,라그로타_AUS (200g),라그로타_G-Charge(3),라그로타_Gls.Sileni,라그로타_Gls.미션 서드,라그로타_Open Food,라그로타_그릴드 비프 샐러드,라그로타_까르보나라,라그로타_모둠 해산물 플래터,라그로타_미션 서드 카베르네 쉬라,라그로타_버섯 크림 리조또,라그로타_빵 추가 (1인),라그로타_스프라이트,라그로타_시저 샐러드,라그로타_아메리카노,라그로타_알리오 에 올리오,라그로타_양갈비 (4ps),라그로타_자몽리치에이드,라그로타_제로콜라,라그로타_카스,라그로타_콜라,라그로타_하이네켄(생),라그로타_한우 (200g),라그로타_해산물 토마토 리조또,라그로타_해산물 토마토 스튜 파스타,라그로타_해산물 토마토 스파게티,"미라시아_(단체)브런치주중 36,000",미라시아_(화덕) 불고기 페퍼로니 반반피자,미라시아_BBQ Platter,미라시아_BBQ 고기추가,미라시아_공깃밥,미라시아_글라스와인 (레드),미라시아_레인보우칵테일(알코올),미라시아_미라시아 브런치 (패키지),미라시아_버드와이저(무제한),미라시아_보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_브런치 2인 패키지,미라시아_브런치 4인 패키지,미라시아_브런치(대인) 주말,미라시아_브런치(대인) 주중,미라시아_브런치(어린이),미라시아_쉬림프 투움바 파스타,미라시아_스텔라(무제한),미라시아_스프라이트,미라시아_애플망고 에이드,미라시아_얼그레이 하이볼,미라시아_오븐구이 윙과 킬바사소세지,미라시아_유자 하이볼,미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,미라시아_코카콜라,미라시아_코카콜라(제로),미라시아_콥 샐러드,미라시아_파스타면 추가(150g),미라시아_핑크레몬에이드,카페테리아_공깃밥(추가),카페테리아_구슬아이스크림,카페테리아_단체식 13000(신),카페테리아_단체식 18000(신),카페테리아_돼지고기 김치찌개,카페테리아_복숭아 아이스티,카페테리아_새우 볶음밥,카페테리아_새우튀김 우동,카페테리아_샷 추가,카페테리아_수제 등심 돈까스,카페테리아_아메리카노(HOT),카페테리아_아메리카노(ICE),카페테리아_약 고추장 돌솥비빔밥,카페테리아_어린이 돈까스,카페테리아_오픈푸드,카페테리아_진사골 설렁탕,카페테리아_짜장면,카페테리아_짜장밥,카페테리아_짬뽕,카페테리아_짬뽕밥,카페테리아_치즈돈까스,카페테리아_카페라떼(HOT),카페테리아_카페라떼(ICE),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,포레스트릿_꼬치어묵,포레스트릿_떡볶이,포레스트릿_복숭아 아이스티,포레스트릿_생수,포레스트릿_스프라이트,포레스트릿_아메리카노(HOT),포레스트릿_아메리카노(ICE),포레스트릿_치즈 핫도그,포레스트릿_카페라떼(HOT),포레스트릿_카페라떼(ICE),포레스트릿_코카콜라,포레스트릿_페스츄리 소시지,화담숲주막_느린마을 막걸리,화담숲주막_단호박 식혜,화담숲주막_병천순대,화담숲주막_스프라이트,화담숲주막_참살이 막걸리,화담숲주막_찹쌀식혜,화담숲주막_콜라,화담숲주막_해물파전,화담숲카페_메밀미숫가루,화담숲카페_아메리카노 HOT,화담숲카페_아메리카노 ICE,화담숲카페_카페라떼 ICE,화담숲카페_현미뻥스크림
TEST_01+4일,4.744101,26.020494,2.960592,1.4398689,0.9884186,5.7448516,1.9301955,0.9974449,1.4029988,0.9894963,0.9494825,1.3106083,3.3098423,1.40061,10.537598,1.0473286,1.1207951,22.058113,6.3758492,2.3055708,0.9886858,1.9222283,33.503506,31.86236,17.782188,16.472734,3.6102488,2.4419813,1.4131536,2.8430002,1.7994671,1.2878194,1.4469914,1.5661691,18.077291,2.322154,1.4473404,13.988724,5.212005,1.1685463,2.5322378,1.8514565,1.4824924,1.3199021,1.0469576,2.3205194,1.0331683,2.4791913,5.450933,0.99159104,4.9113693,1.0827096,1.6533295,1.1250412,1.727028,1.1852232,1.9708246,1.0005814,4.0941544,3.3635476,4.762407,7.181763,3.268261,1.5099859,1.0655342,1.313574,2.655061,1.0289942,1.2771713,1.6529331,1.0149266,1.0433303,1.6605544,2.0715876,1.0400206,1.0539225,1.0948788,1.6497327,1.0045584,1.2491101,1.2651619,1.7411231,1.0927399,1.9911963,1.5289688,1.2471191,1.4724814,3.4006655,32.743282,1.5466938,3.480747,0.9699847,1.3944082,1.1131538,1.0354854,11.073226,3.1091506,1.3782716,0.97046095,3.0035923,0.9911631,3.928398,1.3768735,17.716825,2.0251968,2.981984,0.9931605,1.2733713,0.98318607,1.173509,1.0280644,0.9971523,0.98638755,1.873231,1.1303393,1.260367,0.98461914,1.0225574,2.6734953,2.0199172,35.28613,56.12515,5.5722604,2.1831963,3.3007038,4.826034,0.8688001,7.382816,2.3049645,4.263237,8.403403,1.5598682,1.1805439,6.4394355,2.7109814,1.1071895,2.8637295,1.7354475,2.5291073,2.4597833,1.6757392,4.2803435,1.2869844,1.0164394,1.6454295,1.9786638,0.9935872,1.1423215,2.1406415,1.000769,0.89617914,0.92492074,1.2379136,0.945514,6.030172,3.3065464,5.4731803,2.4434159,5.7170067,4.4454074,2.8763552,22.05626,14.967632,2.136958,18.598312,3.722041,7.540549
TEST_01+5일,5.741182,36.634968,3.18175,1.652888,0.9765913,8.803042,2.6410007,0.9988737,1.5485381,1.001638,0.9937437,2.5009096,8.21809,1.5821867,10.979886,1.065955,1.2133439,26.223824,10.041303,2.5633898,0.9987874,2.1713388,41.674885,32.387127,18.150854,41.05545,4.1259685,2.864543,1.6906291,3.2626505,2.0330887,1.4726796,1.8049741,1.7620379,19.312006,2.868203,1.6743697,14.719055,6.0746026,1.2263763,3.258321,1.7257419,1.4348601,1.5340308,1.063784,2.5025592,1.0571574,2.6425445,5.865183,1.0090357,5.6593375,1.0749844,1.6888586,1.1307441,1.8154117,1.2642633,2.1055374,1.024176,4.199302,3.2422714,5.046787,7.8567405,3.4384403,1.5513612,1.0777893,1.3424659,2.8381145,1.0331389,1.358099,1.745389,1.0217154,1.0534899,1.7519112,2.2520323,1.0509636,1.1389366,1.1175665,1.6614171,1.0139335,1.2909503,1.3029462,1.7897514,1.1119651,2.0754786,1.618661,1.3707947,1.6678834,3.4928522,46.115234,1.7599044,4.234224,0.9783788,1.5117913,1.1191614,1.0428389,11.580178,3.6751442,1.5052457,0.96338516,3.1719046,0.9901052,4.456869,1.545837,16.314692,2.6486514,3.4886951,1.043534,1.4728193,0.99794465,1.2119558,1.0385965,0.9930598,0.98232335,2.2210674,1.1634363,1.3497978,0.9871104,1.0412265,2.738848,2.3216228,46.726135,86.02412,6.0005774,2.628178,3.362156,5.745025,0.8528099,7.745562,2.6866915,6.2528744,8.991777,1.5103413,1.1842995,7.811666,2.7999141,1.1138526,2.946962,1.8592954,2.5186176,2.7537467,1.9310459,4.3462462,1.371467,1.1038356,1.972619,2.4545977,1.0484066,1.2295375,2.757388,1.0543911,0.9112096,0.98707145,1.32059,0.95852757,6.8094025,3.7176502,6.097662,2.6232688,6.3018394,5.287748,3.2725704,25.818008,17.010561,2.7282474,22.037683,4.531673,8.5701475
TEST_01+6일,8.396473,42.463852,5.378672,3.3134906,1.0382333,8.422283,3.3742332,0.9840649,2.0061514,1.0431932,1.2862555,3.0432386,19.19664,1.8073102,15.299736,1.1211227,1.8788611,23.591522,10.108912,3.1552985,1.0211865,2.4808972,37.39963,36.947704,23.271318,36.05492,4.9305344,3.5688121,2.3889558,4.8365664,2.7151003,2.284745,2.6631677,2.0972712,28.449377,4.1880455,2.295153,25.068039,8.008067,1.3385448,4.102588,1.3840537,1.1430643,3.168764,1.033847,3.9906082,1.0457762,3.4192545,7.6868243,1.1148721,6.4920106,1.0119308,2.1933095,1.2706767,2.0821917,1.4026189,2.2863953,1.1757118,7.345682,3.7397492,6.4492035,9.703555,4.7376614,2.018268,1.0998639,1.7340397,3.6313689,1.0045195,1.641139,2.3271863,1.0243236,1.0320582,2.7105176,2.7071965,1.036971,1.3684707,1.0681233,2.1630914,1.1845447,1.5299374,1.637135,1.9528662,1.2367183,2.6212397,1.8363632,1.7746817,2.2123709,4.1418657,46.722553,2.5457575,8.937948,1.0291924,2.005683,1.0808268,1.0301104,23.065681,6.3585286,2.191044,1.078495,4.7638435,1.0553972,8.482414,2.043934,19.732729,4.7024713,4.664664,1.7431463,2.539934,1.0459186,2.0223265,1.1560255,0.9866228,1.0174059,2.9248123,1.4533863,1.961194,1.3093497,1.1198535,4.0180745,3.1670182,97.69387,64.269966,7.5112653,3.933757,5.185648,10.220617,0.96054286,12.403163,5.0974293,9.17427,12.9432745,3.2502744,1.1340498,14.323401,5.5930924,1.2087642,5.394893,2.365836,4.283739,4.264284,3.1085823,8.649955,1.6756314,1.5089315,3.4272873,4.2307196,1.268964,1.4936606,5.148254,1.746953,0.95160025,1.5608512,2.0384262,1.0196033,9.419743,4.4057016,8.514514,2.8464472,7.9932694,7.58934,3.9718304,33.089703,21.741257,3.1998196,26.310898,6.346956,13.702755
TEST_01+7일,9.298034,30.116964,8.627917,7.1017737,1.7747922,8.934535,6.484915,1.2496964,3.3115475,1.4785142,2.0416396,5.3574715,30.902826,3.0187979,12.878586,1.5433079,2.8000042,22.1586,8.336223,3.556061,1.5360976,3.1354544,33.768112,26.809296,19.679277,37.662174,7.1903305,5.408573,3.8596108,6.9287705,3.7533925,3.0198905,3.1078978,3.7718258,50.1704,4.9119835,3.2125874,39.631924,14.359006,1.6285604,4.8604684,1.1039362,1.3721846,4.052409,1.1211056,5.048057,1.179253,4.883162,13.052457,2.3839962,7.585646,1.1756333,4.3720675,1.9214331,2.5906117,1.796779,2.5283287,1.9367262,14.747247,6.6046734,11.295352,13.840313,7.8234,2.8338387,1.9183992,2.5475943,4.59684,0.99429244,2.278991,3.8668358,1.18306,1.0294409,4.7538776,3.5609534,1.1116384,1.7760963,1.1242698,3.1052654,2.1247437,1.9288937,2.4169357,2.5260677,1.9299455,4.0884585,2.3303373,2.6630714,2.4330719,6.037893,26.489876,5.7528386,15.822919,1.9496145,2.8806694,1.1717163,1.1662487,8.727466,12.927194,2.9149246,2.136362,10.367085,1.6515089,144.39613,3.1691582,35.955673,9.318132,6.4521956,3.3128126,5.389651,2.1622093,3.0486958,2.3073614,1.3578497,2.128787,3.8658836,2.5401495,3.6641045,2.6812382,2.0208178,8.8028345,7.0622077,35.219406,64.19446,12.275264,9.481941,10.306573,18.887125,1.7286667,24.706009,11.687741,18.563944,21.055452,8.70834,2.2569754,25.881323,14.522132,2.1389403,8.12758,4.053408,9.361995,9.207497,7.8894496,14.840068,4.064077,4.6660047,8.820735,21.80079,4.103966,3.127896,16.702126,6.870519,1.464324,5.37036,7.5588455,3.4910126,20.760406,10.634824,22.087881,7.055237,22.66709,23.460466,9.051356,86.4293,44.03319,4.337098,46.45735,11.945885,32.35094
TEST_02+1일,5.6913514,46.466827,5.4393334,2.0242894,1.0262947,10.128554,2.886237,0.95330685,1.5345849,0.94722193,1.0486016,2.1053386,21.598059,1.3854834,28.419916,0.99598217,1.2123517,33.743557,12.626313,2.3804834,0.9632513,1.8033265,36.701965,24.147135,12.408048,35.948517,6.779778,4.417917,3.1527948,3.603669,2.060167,1.6611199,1.341169,2.604884,32.69102,4.114178,1.7097216,23.528383,15.045001,1.1348343,2.3448856,1.3697933,1.2335565,2.3238804,0.9602995,3.2737381,1.0014358,3.549652,14.214213,1.0851203,4.9983497,1.0097017,2.0905344,1.4564279,1.6966242,1.1592501,1.7998163,1.0152478,7.4248595,9.0952835,13.365555,10.643177,8.586539,2.1096196,1.1070791,1.3310605,2.3631387,1.0297884,1.6242814,2.5201466,1.1192623,0.9938653,2.5128796,3.0802984,1.0401944,1.5276513,1.034765,3.2922962,1.5782285,1.2968755,1.2366014,1.6702827,1.3432335,2.1466587,1.762236,1.8173838,2.592286,3.1337526,22.973661,3.7194984,2.0610297,1.0531789,1.4495469,1.0881968,1.0248963,7.4525046,8.604104,1.203685,1.0772649,2.7848094,1.0230937,197.84802,34.791294,33.916275,3.7186584,4.267405,1.323256,2.0863621,1.0474983,1.9366611,1.1834855,1.0184089,1.0103213,2.9423158,1.3871627,1.9598851,1.0285338,1.0756754,7.934439,2.2201889,41.104595,76.345215,8.899769,2.9082708,6.9505286,4.7765336,1.3658047,21.962088,3.1546376,3.237726,17.133234,5.190433,1.4725689,5.749209,10.686119,1.2018433,5.211559,2.5577118,6.830486,3.2505662,2.1841705,8.856523,2.601974,3.698165,3.6485777,11.405055,1.9888321,3.0985515,12.439632,2.7413616,1.4064256,2.792918,3.2149417,2.4116561,36.15257,18.171717,31.394356,7.0446334,20.655,20.957823,14.670864,110.85837,45.894283,7.7997136,44.40227,10.019608,35.238712
TEST_02+2일,3.3026402,103.40467,2.592291,1.5029596,0.9794348,28.584665,1.870443,1.0056516,1.3896691,0.9642412,0.98289067,1.6144109,8.694695,1.3704809,69.073814,1.0257627,1.0339776,86.96963,28.937098,2.021993,0.9880166,1.8256003,38.233658,25.860933,12.939621,25.911535,5.321886,3.1645787,2.0128753,1.5822009,1.3493314,1.2936168,1.1805439,1.8635954,19.842348,3.1370237,1.2837168,14.525772,8.260301,1.1210061,2.0576718,1.7683789,1.4666243,1.3218257,1.0514312,2.1800897,1.07648,2.2947595,8.893848,1.0543679,3.9823906,1.0826191,1.5265094,1.1664647,1.4603254,1.1101027,1.7710034,1.0142541,2.7657125,4.3444433,5.8281455,7.3704133,3.0495865,1.5570513,1.0216419,1.08435,1.476621,1.0072175,1.2369577,1.9719815,1.0365539,1.0226759,1.6430305,2.1794357,1.0033818,1.188882,1.0949293,2.178133,1.1014897,1.1008954,1.1318188,1.540438,1.1140288,1.7382523,1.4389225,1.2942525,2.0147982,2.1430447,25.857965,2.9616392,1.3068448,1.0205634,1.3094058,1.1196903,1.0414792,5.137441,8.740333,1.0376707,1.0365771,2.7768364,1.013013,70.58902,57.73196,16.95923,2.6092024,3.3838184,1.0829147,1.7253927,1.0164883,1.521802,1.1019037,1.009677,0.9897301,2.2321904,1.1727601,1.6610311,0.9897754,1.0273808,2.6713455,1.7294978,38.114372,93.595375,4.626623,2.0245717,2.5831068,3.9851925,1.0452781,7.296058,1.8745793,2.7486382,6.8984036,1.7972924,1.2987732,4.6456285,2.6541731,1.0891598,1.9805692,1.7780071,2.320195,2.243468,1.4709316,3.1721318,1.7453364,1.3726724,3.0154734,2.7884903,1.1034306,1.5729319,7.5801277,1.0342802,1.1961442,1.3724562,1.2923251,1.1613135,19.644838,13.133038,16.9428,4.830342,10.42755,15.892261,7.3654313,58.902313,29.177994,5.623344,37.259563,8.09601,19.127031
TEST_02+3일,3.6842825,60.733936,2.267853,1.4398456,0.9989887,11.363805,1.89156,1.0182139,1.42177,0.99629927,1.0071244,1.3944397,5.108551,1.3728781,34.634617,1.0514908,1.0439299,40.848877,13.025258,2.127932,1.020134,1.9071664,44.129208,31.122452,16.293451,42.07942,5.412813,3.170921,2.1416507,1.6552777,1.4502982,1.3383049,1.2407306,1.7894162,16.758324,3.3139699,1.3477966,11.788171,8.283486,1.1636509,2.3361247,1.8308569,1.5409876,1.364694,1.0789428,2.2513092,1.0967268,2.1489108,8.341164,1.071041,4.09759,1.1327201,1.59456,1.1594452,1.5654941,1.1116093,1.7950865,1.0159672,2.3466923,3.6123447,4.9180984,8.769727,3.0581825,1.5443592,1.0586658,1.0844817,1.4946786,1.0164942,1.2955301,2.001313,1.006376,1.0387421,1.8240418,2.3023071,1.0034021,1.16315,1.1314259,2.2025168,1.0680729,1.0879353,1.1315701,1.5750628,1.0830983,1.8475318,1.4683299,1.3141061,2.1419346,2.2742782,33.652878,2.7691517,1.2507149,1.0098457,1.1879349,1.11963,1.0487428,5.140534,7.2962646,1.0446221,1.0513738,1.9285359,1.0127677,35.19016,32.43723,9.660473,2.554693,3.0246391,1.0624284,1.7010632,1.0154569,1.4180346,1.0512866,1.0024681,0.9811656,2.039274,1.1522077,1.4915603,0.99604726,1.0180072,2.7396653,1.836784,71.0123,122.1686,4.911579,2.0045307,2.917772,4.3005424,0.97021025,7.43458,1.9609784,3.374385,7.500635,1.566054,1.3261039,5.619578,2.490722,1.0836172,2.4072487,1.7841421,2.3848631,2.367462,1.5535563,3.0015275,1.5801458,1.3121548,2.6429794,2.316788,1.0053749,1.4524549,6.7117615,0.95841473,1.119995,1.2008877,1.1487051,1.072739,18.620958,12.466835,15.6147375,4.3509583,9.556194,15.081242,6.24168,54.421238,28.541327,5.265736,37.62312,8.079694,15.604912
TEST_02+4일,3.601279,74.3131,2.1530824,1.3489866,0.9964598,15.299161,1.8163944,1.0275663,1.3844515,1.0039748,0.9973646,1.3364067,6.5922694,1.336891,38.975277,1.0609545,1.0508568,49.338444,19.915388,2.053428,1.0329267,1.9721724,46.472492,33.00342,14.098186,58.951466,5.211921,2.9908352,2.1064403,1.6853052,1.4627279,1.3359858,1.2572429,1.7708012,20.31209,3.345523,1.3746003,13.625794,8.3305435,1.2028686,2.4077723,1.7860657,1.4999682,1.3576034,1.0824869,2.1390235,1.0797577,2.098535,8.458544,1.0574354,3.835264,1.1467866,1.6646962,1.1519485,1.586737,1.098571,1.778416,1.0198733,2.4298098,3.5654333,5.2885423,9.772443,3.3775265,1.5068512,1.0710286,1.0736781,1.5619025,1.0364317,1.22284,1.987785,0.9905789,1.0557669,1.738347,2.3867989,1.0253118,1.185923,1.1409091,2.0561674,1.0553147,1.0726374,1.117714,1.5894254,1.0806036,1.7417492,1.4209758,1.2923143,1.9751374,2.2160518,38.33666,2.7083187,1.274958,0.9962273,1.2502258,1.1010221,1.0379351,6.820263,6.79252,1.0607755,1.0499258,1.8791127,1.0009636,29.643633,35.84962,8.563327,2.5083776,2.9715302,1.0255424,1.7078975,1.0003816,1.2910002,1.0320781,0.99602574,0.9754513,2.0660467,1.1625538,1.429472,0.994644,1.0095206,2.5511556,1.9818503,54.42134,102.26306,4.198545,2.1522043,2.753932,4.6694217,0.89802384,6.8788886,2.1403868,3.620309,7.656611,1.4765106,1.2509502,6.3433356,2.2999294,1.033017,2.0681794,1.8094435,2.119673,2.4438908,1.5518564,2.7279308,1.5117809,1.2804542,2.5352547,2.0936244,0.97478825,1.3991314,6.2133317,0.9875377,1.0660905,1.2004068,1.0702432,1.0140891,16.611176,11.351127,14.403706,3.8616734,8.531918,14.417722,5.435639,52.477325,26.94934,5.0751095,34.24652,7.3699,13.946515
TEST_02+5일,4.5815415,106.12738,2.4863698,1.4697641,0.9900612,31.605196,2.326411,1.0261476,1.5324758,1.014561,1.0438144,1.9821945,12.176831,1.4103456,78.96914,1.0826535,1.1126901,89.29774,34.79423,2.3484871,1.0394584,2.2426953,51.44264,33.010742,16.06565,54.207417,5.5935917,3.1274977,2.2773209,2.2644918,1.6527371,1.4685236,1.5137764,1.9324846,23.84979,4.128585,1.6071291,17.32385,8.832408,1.2933685,3.0792305,1.753029,1.431621,1.5173985,1.0893499,2.4764044,1.0993557,2.3590126,10.126658,1.0707899,4.6684732,1.1388503,1.8189877,1.1881038,1.7570356,1.1315566,1.9024931,1.0335733,2.8444176,3.5976994,5.7387123,12.324679,5.0533586,1.5628132,1.0834426,1.0963007,1.6974889,1.0412089,1.3341618,2.2016122,1.003652,1.0570507,1.8758713,2.4797986,1.0466356,1.2721325,1.1603776,2.0986288,1.059083,1.0832316,1.1222448,1.6281734,1.094956,1.7661954,1.4988464,1.4696926,2.079338,2.3497012,48.158054,3.139223,1.6164292,1.0026822,1.3728313,1.1021746,1.0468332,8.400229,8.309036,1.1029142,1.0474403,2.4746225,1.005227,9.7499275,44.82065,8.304799,3.2594125,3.4265869,1.1169353,2.2028425,1.013823,1.4506006,1.0554992,0.993141,0.9801201,2.3528929,1.1942466,1.6656414,0.9951785,1.028881,2.727586,2.2858028,64.21664,124.67706,4.8439183,2.4588115,2.9702024,5.6035485,0.881327,7.5750523,2.4927225,4.367712,9.164371,1.4301544,1.266434,7.7265167,2.3848894,1.0449107,2.160392,1.9995975,2.201899,2.7727249,1.6470963,3.107198,1.5520134,1.3580757,3.1990921,2.1099503,0.9546821,1.5935291,6.303762,1.058468,1.1098366,1.2733034,1.0680165,1.0455383,18.075922,12.374055,15.049596,4.040485,9.298005,16.382963,5.4984913,56.716732,28.704498,5.6764503,38.604588,7.7282233,14.742312
TEST_02+6일,7.3912663,90.596405,6.0899467,2.3983755,1.0477102,20.812431,3.2963436,1.0074703,2.1430805,1.0392939,1.4994593,3.5707042,28.001421,1.8224214,57.174225,1.1165034,1.6863532,66.4924,25.67312,2.969735,1.0858599,2.5645254,53.576126,37.067165,23.70283,83.34426,6.3709817,4.0394197,2.8368313,4.2976193,2.6671746,2.614267,2.2388246,2.2837777,38.287594,5.6512313,2.2300198,37.53977,10.67157,1.4926691,3.960021,1.426365,1.1748341,3.408698,1.0529813,3.4349372,1.0514044,3.168515,12.639913,1.0642897,5.593019,1.0441452,2.5564072,1.5610923,1.9372038,1.2461506,2.1436012,1.0861757,6.134134,4.3085074,7.007873,14.742158,5.4449883,1.9089842,1.113226,1.348966,2.451987,1.0085157,1.725403,3.1347513,0.9942811,1.0364872,2.910601,3.1058605,1.0274308,1.5491496,1.1303362,2.7378414,1.2170111,1.1080867,1.1667054,1.7228546,1.1929933,2.1771107,1.7864231,1.8378865,2.538547,3.0163844,55.652283,3.7608078,4.8064284,1.0370855,1.8244032,1.0754858,1.0294315,15.412404,10.500847,1.4316577,1.0481399,3.3196757,1.0014223,19.698334,58.245068,12.222683,4.919946,4.4939594,1.732016,3.4421976,1.079116,2.0863373,1.1997329,1.0040458,1.0432583,2.9768116,1.3991395,2.1576433,1.1338645,1.0821885,4.0937977,3.1696131,118.023094,144.63054,6.460448,3.9490767,5.1796336,10.136573,1.0151893,13.715954,5.0205874,8.9488535,12.869614,2.7571678,1.230909,14.673249,5.439568,1.1306244,4.7011313,2.4383342,3.6669724,4.336165,3.103342,7.391929,2.0615988,2.0326562,5.6213746,3.6042671,1.3675302,2.192716,10.802733,2.112116,1.2546576,1.9171568,1.7715863,1.3090087,25.25325,14.184598,20.318918,4.67681,11.695221,19.1431,7.93086,67.56539,34.335007,7.395719,44.76323,9.58194,20.956207
TEST_02+7일,9.173422,50.826565,11.213444,5.550383,2.0147126,13.589856,6.5542297,1.3900934,3.5613582,1.4286981,2.2994106,5.404612,41.688282,2.8310468,30.016981,1.615496,2.818528,34.411346,14.61274,4.409982,1.5005602,3.2908833,33.500072,26.603525,20.976105,52.7448,9.012786,6.392779,4.3226314,7.4412136,4.1954036,3.572156,3.0511246,4.551957,60.812115,6.7292976,3.5590637,56.974335,18.16205,2.0998147,4.8222165,1.1201845,1.609601,5.3936334,1.1167718,4.9093947,1.2227769,4.770684,19.589312,2.1793594,6.687414,1.1356426,4.898699,2.5259926,2.392213,1.606692,2.343631,1.7865311,13.220363,8.601566,15.406283,18.886871,9.958806,2.8362017,1.9709259,2.3090353,3.9022834,0.9990112,2.3543804,4.4816556,1.2782,1.0414737,4.5289454,3.9447842,1.0599965,2.1713815,1.2803001,3.8479888,2.5304441,1.5010582,1.8174101,2.17385,2.092746,3.7180421,2.31962,2.7314074,2.7922592,4.6802716,25.495996,5.792112,10.474278,1.887668,2.8929431,1.2017276,1.1551137,6.1982536,13.422248,2.5277297,1.587686,6.737835,1.5289453,189.96523,21.378387,31.076624,6.888082,6.8498836,3.5710533,5.8567214,2.1756005,2.878684,2.3762505,1.6187586,2.0004308,3.78346,2.4646263,3.4763,2.4570563,2.0235028,8.999108,7.177958,64.15241,90.0156,11.6550865,9.574228,10.753964,19.017832,1.8608235,31.200968,11.54232,17.123003,24.26597,8.710712,2.468756,26.73082,15.100324,2.1487026,8.825012,4.397226,10.949332,9.318469,7.7100787,15.376213,6.16332,8.9656725,15.03847,23.844473,6.4062576,5.4372406,41.41882,12.306034,2.3920407,6.828585,8.721881,5.703362,53.888397,36.721043,57.291393,16.89123,32.0067,43.583347,29.511368,170.89667,76.24735,10.64573,88.13932,21.204897,68.34292
TEST_03+1일,6.6955886,38.266567,6.006392,2.793238,1.0621575,12.395717,5.7059035,1.048567,1.640849,0.9821388,1.1816627,3.1658394,23.006363,1.4868579,37.3219,1.0873121,1.3871412,33.03787,13.597366,2.6029084,1.012225,2.2685907,33.64665,28.873667,22.664246,48.464336,15.228335,7.618834,8.255933,4.662842,2.224904,1.9251794,1.4663,4.2698503,44.83318,9.089477,2.1462138,30.638304,27.606903,1.2122117,2.4732783,1.0723062,1.1048276,2.0969598,0.93783784,3.7197049,0.9241139,3.0658276,14.630165,1.3736458,5.9638443,1.0092841,3.5907052,1.3934177,2.4985178,1.2806265,1.9355744,0.97008675,7.735993,10.649822,18.326086,17.013784,14.804734,3.130666,1.119508,1.9274334,3.8770535,1.006584,3.1704123,2.8477342,1.5251023,1.0324461,6.1270146,2.9213774,1.0591956,3.4699986,1.420123,5.869598,2.713618,1.9126654,2.2454398,2.37973,2.8109887,2.3858192,2.6402981,3.104495,5.0067654,7.5578055,54.522724,3.8960168,7.8935266,1.103206,1.9698724,1.1201047,1.0347534,27.921457,6.8423505,2.201246,1.1414399,4.937059,1.0726,167.28473,67.70136,32.008793,4.9763274,4.007431,1.2876369,4.6046286,1.1200105,2.0104735,1.4933485,1.1883411,1.0590562,2.9271462,1.7402471,3.153937,1.3790468,1.3081647,7.0636673,2.0878773,45.216366,65.79242,13.081154,2.9305775,10.694633,4.857912,1.2177438,28.341965,3.7297776,4.3515744,32.633133,7.369474,1.033568,5.1871896,11.831135,1.7558542,7.837932,3.4248698,9.526276,3.28456,2.5687215,13.895077,18.24748,13.1806,2.70145,17.338064,2.4027092,12.220773,29.369333,18.503317,7.414381,5.723671,5.5345674,6.61186,157.43274,62.666462,128.17397,62.932148,96.237915,118.38834,94.70587,625.5334,129.40428,83.053856,134.17163,38.266605,151.7831
